,text,face
2239, Jisr-,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.89181, color #000000"
2240,el-Hajar,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.89181, color #000000"
2241," (Ehr. dans Boiss.), base du Jab.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.8954, color #000000"
2242, Kneissé,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.94758, color #000000"
2243," (P), Jab. Kneissé (Mt), Ehden (Bl),","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.0204, color #000000"
2244, 'Aïn,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.94758, color #000000"
2245," Saoua'ir,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.0719, color #000000"
2246,"Sanhine,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.94758, color #000000"
2247," Neba'-l-Hadid,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.78202, color #000000"
2248, Cèdres de Barouk (Mt).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.81174, color #000000"
2249, Me.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.86136, color #000000"
2250, Col des Cèdres (Pb).,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.86136, color #000000"
2251,S.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.86136, color #000000"
2252, Mm.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.95345, color #000000"
2253," Slenfé,","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.95345, color #000000"
2254, Col de Freiket (JL).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.9633, color #000000"
2255, Herm.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.95345, color #000000"
2256, 'Arné (Aar).,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.0022, color #000000"
2257, Dam.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.95345, color #000000"
2258, Sahl-es-Sahra,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.95345, color #000000"
2259, (Pb).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.9463, color #000000"
2260, Haut.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.95345, color #000000"
2261,Mass'adé (Pb).,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.0279, color #000000"
2262, ,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.96814, color #000000"
2263,",","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.3, color #000000"
2264,"Aire géogr. — Apennins, Balkans, Asie antérieure, Inde, Chine, Himalaya, Java.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.3, color #000000"
2265,Hybride:,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.96042, color #000000"
2266, nepalensis,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.352, color #000000"
2267, X,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.8753, color #000000"
2268, chalepensis.,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.4025, color #000000"
2269, — Trouvé par,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.8099, color #000000"
2270, BORNMULLER,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2271, vers,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 8.17152, color #000000"
2272, le,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.6803, color #000000"
2273,Sannine. Appelé,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2274, şannineus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2275, par Rech. f.,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.923, color #000000"
2276, (Rumices,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2277," asiatici),","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.5449, color #000000"
2278, et ne serait pas identique,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.4025, color #000000"
2279,à,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2280, autranianus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2281, Freyn et Sint.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.5905, color #000000"
2282,Rumex pulcher,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2283," L. (PL CXXX, n. 1). —","Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.6602, color #000000"
2284, ¾.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.6602, color #000000"
2285, Rhizome épais. Tige dressée,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 11.785, color #000000"
2286,"ou ascendante, souvent flexueuse, plus ou moins poilue, souvent teintée de rouge,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.6602, color #000000"
2287,"20-60 cm. de long, rameuse (sauf ssp.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2288," cassius),","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2289," à rameaux allongés, flexueux, étalés","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.6358, color #000000"
2290,"ou même divariqués. Feuilles basales en rosette, ordinairement desséchées lors de","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2291,"Panthèse,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2292," longuement pétiolées, oblongues, souvent panduriformes, arrondies ou","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.2546, color #000000"
2293,"subcordées à la base, obtuses ou triangulaires au sommet, glabres ou très faiblement","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2294,"pileuses. Limbe pouvant atteindre 25 cm. sur 9. Feuilles caulinaires décroissantes,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2295,"lancéolées, les supérieures très petites. Inflorescence en spicastres paniculés plus ou","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2296,"moins lâches. Verticillastres tous séparés, multiflores, pourvus d'une feuille axillaire,","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2297,sauf tout au sommet. Fleurs polygames. Pédoncule égalant le périanthe ou plus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2298,"court, articulé un peu au-dessous du milieu, épaissi et récurvé au moment de la","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2299,"fructification. Sépales externes herbacés, oblongs, obtus, étalés, plus petits que les","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2300,392 ,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2301,NOUVELLE FLORE,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 8.53509, color #000000"
2302,"valves. Valves bientôt coriaces, à nervures très saillantes, réticulées, 4-6 mm., plus","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 8.53509, color #000000"
2303,"ou moins obtuses, à dents marginales 1-8, parfois obsolètes, courtes. Toutes","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2304,"porteuses d'une callosité, mais une seule l'ayant très forte.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2305,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2306, eu-pulcher,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2307, Rech.,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.9996, color #000000"
2308, f. — Feuilles inférieures souvent panduriformes.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.2562, color #000000"
2309,Valves à 3-4 paires de dents et 1-2 aréoles de chaque côté de la callosité. Apparem-,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2310,"ment peu fréquente, moins que les deux suivantes.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2311,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2312, divaricatus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2313, (L.) Murb. —,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.4025, color #000000"
2314, R. divaricatus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2315, L. — Feuilles inférieures ra-,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.4025, color #000000"
2316,rement panduriformes. Valves à 3 aréoles et 4-8 paires de dents. Rameaux divariqués.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2317,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2318, anodontus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2319, (Hausskn.) Rech. f. — var.,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.4025, color #000000"
2320, anodontus,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2321, Hausskn. — Dents par-,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.4025, color #000000"
2322,"fois obsolètes, ou 1-2 paires courtes. Feuilles et rameaux comme la précédente.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2323,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2324, cassius,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2325, (Boiss.) Rech. f. —,"Font: 'VHVHMH+Times-Bold' (serifed, proportional, bold), size 10.4025, color #000000"
2326, R.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2327, cassius,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.4025, color #000000"
2328, Boiss.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 10.7864, color #000000"
2329, (PI.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2330," CXXX, n. 2).","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.89251, color #000000"
2331, —Feuilles,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2332,"à base subcordée, parfois panduriformes. Tiges","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4236, color #000000"
2333, simples,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2334, ou,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.5282, color #000000"
2335, peu rameuses. Inflores-,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.3188, color #000000"
2336,"cence longue, presque aphylle. Valves à 3-5 paires de dents subulées, légèrement","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2337,uncinées au sommet.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2338,"Floraison: mars-juin. Lieux un peu humides, cultures, fossés, terrains vagues CC.","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.4025, color #000000"
2339,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2340, eu-pulcher :,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 7.77891, color #000000"
2341,L.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 7.77891, color #000000"
2342, Mi.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2343, Broummana,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2344, (Mt).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82989, color #000000"
2345, Mm.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2346, Jisr-el-Hajar,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2347, (Pr).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.94684, color #000000"
2348,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2349, divaricatus:,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 7.77201, color #000000"
2350,L.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 7.77201, color #000000"
2351, Ct.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2352," Beyrouth (Mt),","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2353, Nahr-el-Kelb,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2354, (Sam).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.85624, color #000000"
2355, Mi.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2356," Ras-el-Harf,","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2357, Mrouj à Meten (Mt).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.0479, color #000000"
2358,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2359, anodontus :,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 7.74224, color #000000"
2360,L.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 7.74224, color #000000"
2361, Ct.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2362," Beyrouth (Mt), Nahr-el-Kelb (Sam).","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2363, Mi.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2364," Ras-el-Harf, Mrouj à Meten (Mt).","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2365,Ssp.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2366, cassius:,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 7.84932, color #000000"
2367,L.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 7.84932, color #000000"
2368, Mi.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2369, 'Aley,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2370, (Schweinfurth d'après Rechinger).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.2444, color #000000"
2371,S.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2372, NLatt.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2373," Sommet du Cassius (Boiss., Gb).","Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.83723, color #000000"
2374, Mi.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2375, Haffé,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2376, (Sam).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.97293, color #000000"
2377, St.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2378, Jab.,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
2379, Sema'ane,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2380," (Har),","Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.87028, color #000000"
2381,Alep (Mt).,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2382,Ssp. non précisées :,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 10.1409, color #000000"
2383,L.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2384, Ct.,"Font: 'ETVWNV+Times-Roman' (serifed, proportional), size 9.82557, color #000000"
2385, Tripoli,"Font: 'CPDYZV+Times-Italic' (italic, serifed, proportional), size 9.82557, color #000000"
